Conforto / Acabamento,Consumo,Custo / Benefício,Design,Dirigibilidade,Manutenção,Performance,Marca,Modelo,Ano,Pages,Price,ranking,Value,vendas_normalizada,Grupo,link
7.8,8.1,6.8,9.3,8.9,7.9,8.6,HONDA,FIT,2018,7,58700.0,25.0,13.832,0.15434054898460164,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/121337_1.png
8.9,8.9,9.1,9.6,9.7,8.9,9.6,FORD,FOCUS SEDAN,2019,7,85200.0,54.0,2.3819999999999997,0.02657888864092836,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/132056_1.png
9.0,7.7,9.3,8.7,9.3,10.0,9.3,CHEVROLET,BLAZER,2011,7,37151.0,,0.0,0.0,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/1884_1.png
9.7,9.7,8.7,9.7,10.0,8.3,9.7,AUDI,A3,2018,7,128990.0,,0.0,0.0,4,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/120087_1.png
8.6,7.2,8.9,8.8,9.1,8.2,9.0,FORD,FOCUS HATCH,2019,7,78100.0,,0.0,0.0,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/132052_1.png
9.0,9.7,10.0,9.7,9.0,9.3,8.3,CHERY,QQ,2019,7,27990.0,67.0,1.6159999999999999,0.01803168935505468,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/131288_1.png
9.0,8.1,8.8,9.0,9.8,7.5,9.2,SUZUKI,SX4,2015,4,54184.0,,0.0,0.0,2,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/26997_1.png
8.8,9.0,9.8,8.2,9.8,9.2,9.0,NISSAN,MARCH,2019,7,46490.0,40.0,6.5920000000000005,0.07355501004240125,2,
8.4,8.4,7.9,9.2,9.3,8.3,8.6,HONDA,CITY,2018,7,60900.0,41.0,6.335,0.07068734657442535,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/124837_1.png
8.5,6.4,6.9,8.4,8.2,6.6,7.5,FIAT,FREEMONT,2015,6,74957.0,,0.0,0.0,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/28491_1.png
9.3,8.0,5.7,8.7,9.0,9.0,8.7,TOYOTA,SW4,2019,5,154380.0,42.0,6.142,0.06853380941754073,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/126386_1.png
8.1,8.7,8.6,9.1,9.3,8.4,9.1,VOLKSWAGEN,POLO,2019,7,50490.0,4.0,34.138000000000005,0.3809194376255301,0,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/130702_1.png
8.3,6.3,8.9,7.7,8.6,8.6,7.6,CHEVROLET,ZAFIRA,2012,7,32200.0,,0.0,0.0,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/2401_1.png
8.4,8.4,8.4,9.1,8.8,8.3,8.1,CHEVROLET,ONIX,2019,7,44990.0,1.0,89.62,1.0,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/130529_1.png
8.6,8.0,8.5,9.0,9.1,7.5,8.3,MITSUBISHI,OUTLANDER,2018,7,142990.0,80.0,1.136,0.012675742021870115,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/112101_1.png
8.0,7.6,7.7,8.3,8.7,7.1,8.7,FORD,KA+,2019,7,49490.0,,0.0,0.0,3,
8.3,7.7,8.9,7.8,8.8,8.6,8.6,TOYOTA,COROLLA FIELDER,2008,7,26920.0,,0.0,0.0,3,
9.4,8.6,9.6,9.3,9.9,8.6,9.1,RENAULT,MEGANE SEDAN,2011,7,27799.0,,0.0,0.0,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/3019_1.png
8.9,8.8,8.7,9.7,9.3,7.9,9.1,CHERY,TIGGO,2015,7,36612.0,,0.0,0.0,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/19480_1.png
8.8,7.9,8.5,8.1,9.1,7.8,9.0,JAC,J3,2015,6,26962.0,,0.0,0.0,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/34627_1.png
8.1,6.6,6.6,7.7,6.7,7.1,6.9,TOYOTA,HILUX CABINE DUPLA,2019,7,111990.0,,0.0,0.0,2,
9.0,7.0,8.8,8.9,9.3,8.6,9.0,HYUNDAI,CRETA,2019,5,77890.0,16.0,20.152,0.224860522204865,3,
9.0,7.3,8.7,9.6,9.4,8.1,8.7,CHEVROLET,SONIC SEDAN,2014,5,37686.0,,0.0,0.0,2,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/30415_1.png
8.9,8.0,9.1,9.5,9.3,9.2,8.6,MITSUBISHI,ASX,2019,7,104990.0,50.0,2.9339999999999997,0.0327382280740906,3,
8.0,8.6,8.2,9.4,9.1,8.5,8.5,HONDA,HR-V,2018,7,80900.0,13.0,23.149,0.2583017183664361,2,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/118124_1.png
9.2,7.3,8.4,9.2,9.3,8.4,9.1,CHEVROLET,SONIC,2014,5,34020.0,,0.0,0.0,4,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/31021_1.png
9.8,9.4,9.2,9.8,9.6,9.1,9.3,MERCEDES-BENZ,CLASSE C,2018,5,178900.0,,0.0,0.0,1,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/123993_1.png
9.9,7.4,8.4,9.6,9.9,7.6,9.9,DODGE,JOURNEY,2018,7,144900.0,,0.0,0.0,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/126061_1.png
10.0,9.5,9.5,10.0,10.0,9.5,9.5,KIA,SORENTO,2019,5,159990.0,,0.0,0.0,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/131172_1.png
9.0,8.2,7.7,8.7,9.0,8.3,8.7,VOLKSWAGEN,SPACECROSS,2017,3,85103.0,,0.0,0.0,1,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/98869_1.png
9.8,9.6,9.8,10.0,9.8,9.8,9.8,KIA,CERATO,2019,7,81490.0,70.0,1.5930000000000002,0.01777505021200625,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/126157_1.png
8.7,8.7,8.2,9.3,9.1,8.2,9.2,CHEVROLET,CRUZE,2018,7,92990.0,,0.0,0.0,1,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/116568_1.png
9.8,8.6,9.4,9.8,9.6,8.4,10.0,CITROËN,C4 LOUNGE,2019,7,88400.0,,0.0,0.0,4,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/126068_1.png
9.3,9.6,9.4,9.3,9.7,8.4,9.3,SSANGYONG,KYRON,2012,4,50489.0,,0.0,0.0,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/35759_1.png
9.0,7.1,8.3,9.6,9.1,7.2,8.6,FIAT,BRAVO,2016,7,48743.0,,0.0,0.0,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/28865_1.png
9.5,6.5,9.0,9.0,9.3,8.4,8.7,NISSAN,SENTRA,2019,7,82900.0,64.0,1.797,0.02005132782860968,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/130961_1.png
8.5,8.9,8.3,8.9,8.8,8.3,8.8,FIAT,MOBI,2019,3,32590.0,12.0,24.997,0.2789221155991966,0,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/131064_1.png
8.8,7.5,8.3,8.3,9.2,8.1,9.5,VOLKSWAGEN,TIGUAN,2018,7,124990.0,78.0,1.2009999999999998,0.013401026556572193,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/126615_1.png
10.0,8.7,9.7,9.7,10.0,9.3,9.0,PEUGEOT,3008,2019,7,145990.0,69.0,1.605,0.017908948895335862,4,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/125116_1.png
9.5,7.5,8.2,9.8,8.9,7.9,9.7,LAND ROVER,RANGE ROVER EVOQUE,2018,3,228500.0,,0.0,0.0,2,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/123924_1.png
8.6,7.9,8.7,9.7,9.4,9.0,9.9,CHEVROLET,CRUZE SPORT6,2018,7,92990.0,51.0,2.8339999999999996,0.03162240571301048,1,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/125408_1.png
9.7,8.6,8.9,9.9,9.6,9.2,9.6,HYUNDAI,SONATA,2014,4,66900.0,,0.0,0.0,1,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/17313_1.png
10.0,10.0,10.0,10.0,10.0,10.0,10.0,VOLVO,XC60,2019,3,245950.0,74.0,1.4069999999999998,0.01569962062039723,1,
9.5,8.6,9.1,9.3,9.9,9.4,9.3,TOYOTA,COROLLA,2019,7,89990.0,8.0,28.554000000000002,0.3186119169828163,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/126529_1.png
9.1,8.6,9.1,9.2,9.6,9.5,8.1,HONDA,CR-V,2018,7,179900.0,,0.0,0.0,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/126137_1.png
8.8,9.2,9.4,7.1,9.6,9.2,9.2,TOYOTA,ETIOS SEDAN,2019,7,52470.0,24.0,14.927,0.16655880383842891,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/126018_1.png
9.3,8.7,9.4,9.2,9.5,8.4,8.8,RENAULT,MEGANE GRAND TOUR,2013,7,31900.0,,0.0,0.0,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/2988_1.png
8.7,7.9,7.9,7.6,9.4,7.9,9.0,VOLKSWAGEN,JETTA,2019,7,109990.0,58.0,2.279,0.025429591609015843,1,
9.0,8.0,8.0,8.5,9.0,8.0,8.5,PEUGEOT,408,2019,7,69990.0,,0.0,0.0,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/131978_1.png
8.9,8.3,8.9,9.9,8.5,8.4,8.5,CHERY,CIELO HATCH,2012,3,20323.0,,0.0,0.0,1,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/6774_1.png
,,,,,,,SSANGYONG,KORANDO,2018,4,129900.0,,0.0,0.0,3,
9.5,8.9,9.8,9.9,9.5,9.0,9.4,CHERY,CELER,2018,7,38990.0,,0.0,0.0,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/106359_1.png
9.6,7.1,8.1,9.7,9.2,7.9,9.3,HYUNDAI,ELANTRA,2018,4,90415.0,,0.0,0.0,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/123676_1.png
9.0,6.8,8.1,9.3,9.5,8.5,8.4,CITROËN,C4,2014,6,35568.0,,0.0,0.0,4,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/24493_1.png
9.3,7.8,8.7,9.2,9.3,8.1,9.2,HYUNDAI,I30 CW,2012,3,34489.0,,0.0,0.0,2,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/8288_1.png
8.8,8.4,8.8,9.4,9.3,8.9,9.3,HONDA,CIVIC,2018,7,89400.0,27.0,13.142000000000001,0.14664137469314886,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/125805_1.png
9.0,8.8,8.9,8.5,9.1,8.4,8.6,NISSAN,VERSA,2019,7,50490.0,28.0,12.907,0.14401919214461056,3,
9.3,7.6,9.2,9.6,9.4,7.2,9.9,FORD,FUSION,2018,7,119900.0,61.0,2.145,0.02393438964516849,4,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/125008_1.png
9.6,10.0,9.9,9.6,10.0,10.0,10.0,SUZUKI,VITARA,2019,3,86590.0,,0.0,0.0,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/130265_1.png
8.8,9.6,9.1,8.8,9.6,9.5,9.4,VOLKSWAGEN,UP!,2019,7,40890.0,,0.0,0.0,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/129700_1.png
7.9,7.1,8.9,7.7,9.1,7.8,8.7,NISSAN,LIVINA,2014,6,33449.0,,0.0,0.0,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/20926_1.png
9.4,8.8,9.1,8.8,9.5,8.4,9.4,NISSAN,TIIDA,2013,7,28663.0,,0.0,0.0,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/6190_1.png
10.0,9.0,9.8,10.0,10.0,9.8,9.2,CITROËN,C5,2012,4,47281.0,,0.0,0.0,0,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/8242_1.png
9.5,9.0,9.5,9.5,9.5,9.5,9.0,SUZUKI,JIMNY,2019,4,68490.0,,0.0,0.0,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/126521_1.png
9.7,8.5,9.4,9.4,9.6,9.1,9.2,FIAT,LINEA,2016,7,44374.0,,0.0,0.0,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/31859_1.png
9.0,7.8,7.9,9.8,9.5,7.0,8.5,FIAT,500,2017,4,56900.0,,0.0,0.0,1,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/119570_1.png
9.3,8.2,9.2,9.2,9.7,9.3,8.8,HYUNDAI,HB20X,2019,6,63100.0,,0.0,0.0,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/130234_1.png
9.0,8.3,8.2,9.1,9.2,8.0,10.0,PEUGEOT,308,2019,7,69990.0,,0.0,0.0,4,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/132030_1.png
9.7,9.0,10.0,8.8,10.0,7.8,10.0,SUBARU,FORESTER,2018,5,118900.0,,0.0,0.0,3,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/122323_1.png
8.9,8.1,8.7,9.7,9.1,8.7,9.2,JAC,T6,2016,4,77990.0,,0.0,0.0,4,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/55548_1.png
8.5,8.7,9.0,7.9,9.1,8.8,8.7,TOYOTA,ETIOS HATCH,2019,7,47600.0,,0.0,0.0,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/126012_1.png
9.2,9.1,9.1,9.6,9.4,9.0,9.1,PEUGEOT,208,2019,7,54690.0,46.0,3.9939999999999998,0.04456594510153983,1,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/126493_1.png
10.0,10.0,10.0,10.0,10.0,10.0,10.0,JAC,J5,2016,3,53990.0,,0.0,0.0,2,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/34471_1.png
9.3,9.0,9.2,9.9,9.7,8.5,9.6,FORD,NEW FIESTA SEDAN,2017,7,66490.0,,0.0,0.0,1,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/119608_1.png
9.2,8.6,9.2,9.2,9.4,9.0,9.2,HYUNDAI,AZERA,2017,7,189900.0,,0.0,0.0,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/106337_1.png
9.1,9.1,8.9,9.6,9.5,8.7,8.1,NISSAN,KICKS,2019,7,73990.0,14.0,21.837,0.2436621289890649,4,
9.2,8.4,9.5,9.7,9.7,8.7,8.8,PEUGEOT,2008,2019,7,69990.0,45.0,4.229,0.047188127650078106,4,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/127066_1.png
9.2,9.0,9.5,9.8,9.5,9.0,9.8,BMW,X1,2019,3,191950.0,62.0,1.995,0.02226065610354832,0,
9.2,9.5,9.3,9.8,9.8,9.2,9.6,AUDI,A3 SEDAN,2018,5,118990.0,,0.0,0.0,4,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/121129_1.png
9.5,8.5,9.1,9.6,9.6,8.5,9.4,RENAULT,FLUENCE,2018,7,100950.0,,0.0,0.0,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/123122_1.png
8.9,8.1,9.1,9.6,9.7,8.5,9.4,MITSUBISHI,LANCER,2019,7,74990.0,,0.0,0.0,1,https://img0.icarros.com/dbimg/galeriaimgmodelo/1/131811_1.png
9.0,7.7,9.3,10.0,9.3,9.3,10.0,KIA,CADENZA,2016,3,154990.0,,0.0,0.0,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/41995_1.png
9.4,9.0,9.4,8.6,9.6,9.2,9.4,NISSAN,TIIDA SEDAN,2013,4,29428.0,,0.0,0.0,3,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/6190_1.png
9.2,8.0,9.3,9.0,9.4,9.0,8.7,SUZUKI,GRAND VITARA,2016,7,67364.0,,0.0,0.0,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/43912_1.png
9.0,9.0,8.5,9.0,9.5,8.5,9.0,HONDA,ACCORD,2017,6,162500.0,,0.0,0.0,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/98140_1.png
9.3,8.9,9.6,9.8,9.8,9.0,9.1,JAC,T5,2018,7,69990.0,,0.0,0.0,0,https://img1.icarros.com/dbimg/galeriaimgmodelo/1/113551_1.png
10.0,9.0,8.0,10.0,10.0,10.0,9.0,TOYOTA,RAV4,2018,6,129990.0,60.0,2.19,0.024436509707654538,3,https://img2.icarros.com/dbimg/galeriaimgmodelo/1/123341_1.png
